run_index,T_res,phi,f,rss
93,1625954840.2110045,0.0327181753466894,0.5371101369540878,0.00011050250508337547
94,1144195674.144384,0.075067636150234,0.2805312293183102,0.0001395863902116405
95,2314725653.103324,0.0961309379536775,0.3235201020107735,0.0001229698130681306
96,1714479919.3542433,0.2437106649531362,0.7283286790611456,0.00013210742278744298
97,1270653300.7548778,0.2437146531603717,0.7738404519744814,0.00012801496993621264
98,1171443597.9475312,0.2151968468671762,0.9511200857041102,0.00010250912421588009
99,2320675135.220987,0.0305602699370004,0.4777735768071888,0.00012143373186441445
100,3120821600.80043,0.2183760167169621,0.035652881072405,8.891035384970994e-05
101,2506483685.9880114,0.035589372459343224,0.6971881804793925,0.00012945649426810384
102,2331690062.223106,0.020215752240670962,0.0345279667379953,0.00011312068192205237
103,533113503.194521,0.07497744501030446,0.20823350835685517,0.00010137174049161575
104,2204355495.3333335,0.12068348574761302,0.029636675337180174,0.0001244516878333987
105,1799314081.0618525,0.08242232587209006,0.5527272650912526,0.00014575408323287594
106,756421511.1366432,0.13772326170797428,0.6788003694215712,0.00010260719230050731
107,70072200.9877469,0.014829423334091032,0.9931725126546456,9.15407638200472e-05
108,1509096178.3752491,0.16139385393085637,0.40010829182269025,0.000115284897780978
109,636594975.4512836,0.2328104463999386,0.9127871654553267,0.00013153135339248547
110,1128280428.0090878,0.2554099800071032,0.4441018150740036,0.00011019387710567128
111,3099718626.087268,0.29089782924627167,0.39590595367999826,0.00010871012378303685
112,1948619697.5261376,0.1260518387083196,0.4275161493647026,0.00015067229734053308
113,2280103293.8061824,0.24023181417533365,0.7255225974912757,0.00011895944259119912
114,2409646365.792092,0.18944544818600864,0.5476646368766087,0.00012073083988267996
115,2017340883.4019413,0.1909508561678796,0.6858905922618938,9.723588028941841e-05
116,1487913233.7860594,0.042567960263915655,0.6632580042833004,0.00012135954544383374
117,115935485.74351797,0.17189955223397355,0.6550560547531288,0.00012149677636967534
118,772825678.296855,0.1294703871365268,0.07145077448821346,0.00014959935094085156
119,2381629200.1664085,0.18004260366647207,0.9573712016401575,0.00014313954873730212
120,430341034.8544572,0.22530970719333057,0.27790512867434525,0.00012064742815987214
121,434229752.11376685,0.024777754756670007,0.9487100475120519,0.00010826774740295559
122,374051446.54369,0.2817348120562629,0.5127345290980245,0.00015005081581843526
123,1153716780.6195166,0.22201806457678255,0.896128111832563,0.00013858836037433517
124,2906417777.7113204,0.01627443230089734,0.2043901103573914,0.00012269097106838787
125,1063258472.2397233,0.28482302097191065,0.9294677843561558,0.00012563187979214855
126,43061573.441503,0.28619978956676223,0.19877195068035647,0.00011377957849772906
127,1531014970.347446,0.09583073510084952,0.7151816212526202,0.00013173174362805955
128,1008226876.4097084,0.18574833750592742,0.33027206511068885,0.00011446488603351433
129,2710523795.0906363,0.03665256610743704,0.5754433954154796,0.00013541996417567033
130,2161832978.1331396,0.036280087263276244,0.7650861308120358,0.00012824769822172757
131,3112746531.516964,0.2285187260371234,0.28070198806243873,0.00013906196913891726
132,2561344571.867537,0.04349849061143265,0.7023570845818741,0.00015831260330038531
133,1489946384.2088647,0.20593795064823345,0.3632943638902706,0.00011599202865496483
134,1346308578.527671,0.2546728752186538,0.04802471762957994,0.00014888178365233336
135,2002962248.0373037,0.2826068496958139,0.4037744554200454,0.00011875697361847845
136,255137253.13265157,0.0763682364225649,0.05978146125921424,9.038195056889202e-05
137,2899367758.5946393,0.22786655607866246,0.8031759754004714,0.00012323830046762072
138,1432619761.637949,0.052417906881747155,0.5124604184704997,0.00013905245237293945
139,1713963748.3155456,0.12256298489187856,0.9309193726163776,9.663723895986072e-05
140,2184429163.088954,0.0352773136502656,0.17823422392764532,0.00014762039800516482
141,2591153974.077777,0.08480090433461789,0.203108213771105,0.00010044216136542995
142,2387895623.944378,0.26299747011377667,0.18367950881064543,0.0001343525720591074
143,524223928.2479242,0.09094058574011758,0.21362666107204242,0.00012809222312826186
144,2397706226.685153,0.11816595254391579,0.9802519126087414,0.0001359478475502181
145,2234303257.502844,0.19513035575161472,0.39139670327916176,0.00011458609795888948
146,3037434945.9454865,0.2767369873926363,0.20893829829268507,0.00012274357548345058
147,2740502748.438762,0.24873745944076522,0.7797089737322532,0.0001245507558045064
148,1092154988.9641616,0.26508573814998004,0.29523674283461376,0.00013636025351248263
149,602070136.1461294,0.26872764729058096,0.24275063828675858,0.00012168701335487054
150,1962284221.3367608,0.06318921392857829,0.3008723056520828,0.00012986068755032904
151,1162796367.3608062,0.033301519848098926,0.17402413949377693,0.00016344992628062986
152,2113776006.6528063,0.07584009774939873,0.5991062380756863,0.00013789354099927903
153,1577843327.7679162,0.031989298210399926,0.7244904949864645,0.0001419250560202353
154,551574234.1554362,0.2886753989747509,0.8007428891481251,0.0001019490396434068
155,505288791.95090497,0.08792679318922855,0.4784742347978913,0.00011643565443411095
156,59849714.88748245,0.06467179903014673,0.048803450072441135,0.00011170435654020791
157,2845248725.0481086,0.2460683161186612,0.33110949746428253,9.975265878010984e-05
158,198936647.227932,0.2649671506340369,0.4109709059811377,0.0001263737156985679
159,174285047.1526036,0.231263498809846,0.30890325981773714,0.0001378774750342723
160,3126360065.521902,0.09049578250413362,0.9603399748974,0.0001348919191597
161,431530948.9013742,0.15588472722560373,0.15058437461397922,0.00010032456341293243
162,2719669135.5550947,0.147200459805311,0.4014789831611568,0.0001379563984821925
163,212094082.69487968,0.18570950821772145,0.19797137897871164,0.00012998413144632237
164,2834335827.080849,0.23182602862173318,0.7064197884002352,0.000105915826015805
165,1943312611.1360166,0.021802827561197332,0.6821481971162251,0.00013498269807175512
166,2231922304.522156,0.2790348541744535,0.11523905571020054,0.00011908281421749813
167,1190291883.7231777,0.2549537188017921,0.0886852972147748,0.00010660932085319282
168,802162921.5585638,0.25039912674359766,0.150546695175111,0.0001002393432161967
169,1896321943.5862825,0.03184083852688019,0.3519966203028191,8.605129159885202e-05
170,1874628963.866003,0.03434512689339691,0.20484106763325882,0.00013491980185798837
171,677700944.5223768,0.13957356702632087,0.4799304608207885,0.00012030188633787622
172,2540627066.6823616,0.1549055884424542,0.4602742453431692,0.0001125159419360168
173,405673736.4899781,0.21453925909403568,0.9342925375488983,0.00010650660513798155
174,598502191.4223497,0.16294270703374242,0.5401620384657967,0.00014206306261438473
175,2261927211.304144,0.22865963561140734,0.9162013233392114,0.00011667399260189251
176,780916455.9942963,0.026514876724873883,0.17204230508004603,0.00011296624257787416
177,3047315347.167391,0.12629527213430802,0.4451690578346801,0.00011325107572782435
178,309707053.88522786,0.11609318927543617,0.037205673916684834,0.00014467929476198757
179,2556299401.005676,0.15268487872096378,0.22161435242061545,0.00013183862259068653
180,3039053499.9437947,0.10350207856503776,0.8244443661474895,0.00012235039317127575
181,2390612931.005259,0.2722247980539516,0.37319575149879625,0.0001146792408458152
182,1836676315.9459982,0.018694446916309358,0.512514172710586,0.00012165275324169063
183,316703453.7084447,0.07257785491582772,0.2854741544027257,0.00011454690157536503
184,251572100.19393283,0.18499853563951194,0.04189411134958532,0.00013500296874297926
185,2871746791.003901,0.06938567562323927,0.4830761441118159,0.00011145765352393367
186,1997262064.390785,0.06847977117514685,0.5056847713906532,0.0001278316849538837
187,236661733.81401673,0.1056168205788234,0.3847632963440325,0.00010260618059118866
188,2415539005.993442,0.297222635817279,0.4637292262186168,0.00014608839410537897
189,967710292.4584402,0.14427701685105998,0.43842625447237704,0.00012558134322144152
190,616367956.3079284,0.14489065497775103,0.06397338374153883,0.0001341974649292389
191,2638722287.3354692,0.12457596291777857,0.05537921236801824,0.0001230754546534854
192,315302864.76276296,0.24064110424016077,0.9795352509850215,0.00014438261760980035
193,2966249563.6967583,0.01320994142075791,0.25172908752049317,0.00011568846362298092
194,2140036815.711499,0.11933599070239481,0.955066870784928,0.0001133392049643931
195,780450957.8046347,0.2711410936925095,0.44304271274913376,0.00011593174267941548
196,1298423577.6874897,0.0763003813100705,0.09459031204357293,0.00012690606367999
197,1797446524.871932,0.09301709982224124,0.5173699697423962,0.00012071338317467735
198,225200937.2093925,0.05776327113390191,0.7437817239508484,0.00012375360018619793
199,204127358.10730997,0.10621166443706237,0.19609558437910457,0.00014552603377525285
200,2471135836.215185,0.040549044541160734,0.1574782280562057,0.00010633157230222691
201,1350099440.6706576,0.20382326976302664,0.7680760003755709,0.00012731745713628534
202,2473417077.7801538,0.08550945938445766,0.6840082166861289,0.0001247672418968428
203,1317077695.5084643,0.01931970028220851,0.10023043938385123,0.00010541118894846925
204,1946220451.2283595,0.1019275112842321,0.41244456206572544,0.00012935928375951207
205,2192224777.66932,0.2800624160415247,0.5132086205955375,0.0001215091611553934
206,255446850.33481172,0.04268767549525937,0.9106868230201504,0.00011566885264587752
207,1610990606.8050904,0.053006572296237786,0.14515447570261342,0.00013809895942121762
208,1569062010.5230777,0.080583044192848,0.40832485118803896,0.00012107800248501821
209,771520299.8144656,0.09821606495538196,0.24223126680686569,0.00012571532590525196
210,452213170.98697466,0.2587704556917042,0.7867011452351063,9.818057300307523e-05
211,678343263.0463399,0.07735351135674105,0.13381952516024642,0.00011839291587852669
212,2502867600.8750553,0.11858591923550864,0.31914559008228527,0.00012618609540727036
213,199669320.18708438,0.10684645048164278,0.19562842586654383,0.00011958759915452845
214,2268809440.371529,0.11792567919417686,0.29185813734799904,0.00012213269052915564
215,3065143446.4909534,0.12000444209103422,0.08879332180882327,0.00010491773130952653
216,56924394.294843264,0.28138309804625605,0.591242149409678,0.00011241110174330675
217,999602263.1298875,0.026629986057319675,0.988271612735354,0.00011445304724653551
218,2983507609.458776,0.1073235315879249,0.8030193039841005,0.0001327666921665497
219,2596054347.201696,0.23336270508468465,0.27508369779552033,0.00010753479091481346
220,825430177.632575,0.15623576381480253,0.993158593959419,0.00011751860519112464
221,1491354014.0206025,0.2117391677048077,0.30546695842025073,0.00011730733488743672
222,289248592.98351943,0.04404170486655266,0.619225928729435,0.00012880544829130928
223,627432159.8722413,0.20394241621107495,0.20322434412080514,0.00016823145965923412
224,2939993830.865055,0.10491163948812712,0.7041351960437174,0.00011119986869285305
225,1584953601.2011936,0.023335106646834088,0.44877169669110606,0.00010777756538572765
226,2300215740.4854984,0.24802242309378472,0.5712464174371439,0.00013472188414896314
227,54824755.01852017,0.043514594055312585,0.6070260668097585,0.00011074217514794863
228,2535964571.0217724,0.12572219718885697,0.739713911279424,0.00014193269034675578
229,2648598960.134636,0.14990127722636987,0.27887415536796023,0.00011356924666973727
230,336024193.02882236,0.12171019175227767,0.1100909770208146,0.00013634973367551018
231,1818956105.334551,0.038845226823082474,0.4137756249863155,0.00013376254889396486
232,2801297897.034055,0.12534955015012678,0.5760076877368298,0.00012285095500162398
233,2445433190.0401006,0.18570039182545012,0.6757581277418645,0.00012470020999488408
234,2014022617.288806,0.020385440759790745,0.4650572346068994,0.00011365087462877613
235,1169169623.5996094,0.2245148120321621,0.26411301257841757,0.00012941727710144154
236,2788124988.628618,0.25542553307452237,0.7317697050344839,9.871874559801922e-05
237,109676882.4265917,0.055537468924264276,0.9332668073238687,0.00010808229697104492
238,2649514789.490134,0.21247629078838695,0.42850041885902823,0.00012250308708619062
239,495799803.7956248,0.14011974134062813,0.9359593822145293,0.00011004837631802076
240,2319224023.8143888,0.11514157406918923,0.5352627716790165,0.0001325882051490882
241,330022454.3839598,0.12817133802960717,0.34972300903057074,0.00012910616450282996
242,1197623788.1457875,0.10384967105534437,0.2582600604938602,0.00010611933843711068
243,1897591117.3611283,0.15826632802760596,0.52516028449289,0.00012577176902056739
244,2841032112.5834794,0.2199886235872201,0.8007514413408764,0.0001466549829789885
245,776868416.3227639,0.13535193264860756,0.825252104419265,0.00011648023058555951
246,2957097144.3866124,0.15492545280698394,0.2863279258762609,0.0001178737670281752
247,1912948695.7333412,0.09903484002028508,0.2645679280052695,0.00014305864710543296
248,2247293396.312711,0.28072840067954125,0.15750645377494366,0.00014119087084882387
249,3018601414.227574,0.04516088092135595,0.20767877068305096,0.00014771035640881943
250,1632115903.5402722,0.04524178670497413,0.5226866118342894,0.0001238537773303136
251,2548912799.577259,0.04959257412507345,0.8041029245377128,0.0001163188193001507
252,2248222212.4763865,0.18284610030117693,0.6327745833333365,0.0001270349998201513
253,204121684.4657824,0.15910709868632497,0.08048879849985369,0.00012043024377110043
254,2373992923.7223063,0.25178823790630805,0.9901794929407088,0.00011803108659428211
255,400629814.89278,0.10750731291756056,0.8554363280401616,0.00010622714050627813
256,1763233184.2612069,0.2394732707386522,0.6605053069928343,0.000110877911358937
257,3036943130.7982116,0.10269168600267667,0.3386318929649703,0.00012659699164402404
258,1576055504.98427,0.21901052992470119,0.38056740666847155,0.00011827517888255352
259,1859485079.6872408,0.21212908627913257,0.6323602773442469,0.00011337908718907656
260,2533879099.508428,0.29139654035085977,0.7025597256849269,0.00013366989298598588
261,1327996264.6510308,0.2223555694722287,0.3009771317765916,0.00014185648825432566
262,1723043191.5592637,0.11212295569485141,0.7467353946167428,0.00012218096787940542
263,1313009924.12478,0.13840286984042371,0.6119721549705197,0.0001139705213926628
264,237812634.25363553,0.1720496737331043,0.32942184136823294,0.00014669035640886333
265,2944537246.597628,0.19155407416525455,0.46066592995436095,0.00011187080308801968
266,1105608057.6136346,0.07045596765504719,0.3622139518806258,0.00011849335365223772
267,2444762648.042997,0.08615172917540981,0.9387993533445463,0.00012008156188626693
268,1327694213.2210484,0.23177534498005886,0.7599609797302151,0.0001178265397844132
269,2639598706.7691913,0.08517595703926482,0.2639023381583343,0.00012864123991203515
270,2088601058.7121017,0.0580902134691305,0.17240204513543267,0.0001265395402832895
271,2366488371.257058,0.28864851244833845,0.4771081343025432,0.00016027160744318665
272,2178752709.6943088,0.09295323058489646,0.36572741800096364,0.00011225258596573386
273,791581065.349056,0.1477403084703326,0.8735260926289167,9.705701815879866e-05
274,1695433196.97201,0.10429696719254729,0.3421215106676908,0.00012321167830476776
275,2564673879.7487507,0.09253362558375285,0.4175045422917232,0.000128487863110452
276,138313314.63361835,0.05028153327992527,0.2028223657804965,0.00012652312750023197
277,325092189.9547794,0.15207083958113338,0.957896879003643,0.00014049557669117913
278,338040857.22958887,0.06265150258081212,0.7079257479031452,0.00012700372654655097
279,612373274.3551536,0.10753123384050978,0.08982710212819534,0.00010911078622338807
280,3123619167.732517,0.0347619616867365,0.39433912760931333,0.00012987651739189461
281,2085925013.2999306,0.19546886142534065,0.2250797521460718,0.00011270092001850443
282,2738111365.066848,0.12970014079712125,0.028080991681300294,0.00014871098487648015
283,1234604698.5128958,0.29852945159278443,0.45279520268561857,0.0001384590359726002
284,2231638029.188405,0.10038176084624553,0.03269809188352035,0.00011246472237060795
285,414003785.66412085,0.11927180716721514,0.9749627275812655,0.00012774947578961216
286,2949731701.9912877,0.045848058471529646,0.16834894630652164,0.00014200023374178313
287,482168949.13104564,0.09551591063846715,0.843835054224323,8.745653277916392e-05
288,2929852332.093175,0.02785735524493278,0.26005920454302467,0.00014190858661137625
289,2738028707.0984592,0.15803485151069607,0.5244075203518637,0.0001157225254967041
290,291580260.31340295,0.2046847585247842,0.540578596296472,0.0001337492193267728
291,2244556250.7888145,0.08485314947142948,0.9559903983298008,0.00013246329931366395
292,1083684160.9537308,0.106854598946519,0.9661931780727725,0.0001294234083522309
293,635010556.5554415,0.13787101824741266,0.5001855875916525,0.0001405818860640226
294,2374695286.6821656,0.263113252477583,0.5534994807827022,0.00011435473170083078
295,1624061163.9960496,0.29447013774825914,0.25796068676203876,0.00014595365745667882
296,1260101242.8874097,0.1873571713255921,0.18600631998992834,0.00011043493549674999
297,2435194744.5028124,0.10667468047378924,0.9956067660527891,0.00013021662050247704
298,2246872472.672508,0.045736418996316607,0.8080237568502903,0.00011291357667687896
299,705978563.5304542,0.10293857310091031,0.9223048987854078,0.00011333337415570577
300,750415297.8818619,0.08746914855355369,0.575811002818671,0.00011820772454041539
301,611480891.124107,0.140558628948605,0.3807675454235906,0.00013043186098734522
302,2712022921.9125814,0.1569176381927109,0.19273938355132125,0.00012721360481613374
303,329055404.63596815,0.24536719359255318,0.6598005878300628,0.00011972552154015747
304,1114221590.336373,0.09202334014048147,0.44627665665162397,0.0001102286594336847
305,3059448309.7719393,0.29841564507178453,0.9777673240713854,0.00012253727513157828
306,2036050910.6747212,0.11041687301139559,0.7462053926382692,0.00010400517494664047
307,2432560684.468686,0.1440703886704547,0.03689959160027645,0.0001133548418023247
308,1632871230.5432332,0.013389143380661847,0.8875034878917146,0.00011382680455561898
309,2601890300.8297615,0.24064560306106741,0.8367460069625674,0.00012513958762211925
310,2017729996.7306933,0.292265353597961,0.61811522743957,0.00011928874083277066
311,855234650.1462423,0.21427968219694696,0.4350645636450289,0.00013482159930717258
312,2553648519.5525007,0.28717959676762467,0.6572868867922643,0.00013372062869566144
313,2004277256.4213758,0.0730206251897524,0.5797137351159987,0.0001224252789838926
314,323668286.9783647,0.20407830714182293,0.10259049780236795,0.00012269347070856942
315,301828928.0333846,0.03691920257836104,0.227487748766797,0.00011345934654680842
316,1891695199.8954093,0.23306781142757885,0.38779708558119275,0.00013284940108725582
317,2118413676.2873344,0.22152022130316382,0.23377343647440918,0.00011836678307527324
318,2943905308.838338,0.10544688200806464,0.9614036930500724,0.00012896052291927414
319,143048006.98150292,0.07869700247286923,0.07213425840151944,0.00012587962917501213
320,3084025477.5774083,0.18570030905286683,0.3466030698101592,0.00012076732988343774
321,1442639312.1794317,0.22359831657231044,0.0383566069186525,0.00010090342761920413
322,1743794098.5843341,0.1225257110908262,0.7392394522771671,0.00013019235652179804
323,973653432.5700519,0.1268924480966132,0.42159616554685253,0.00013674256860265064
324,2607987177.7354264,0.29562339164185497,0.2297045758463081,0.00010753410412491421
325,1738257196.7977245,0.22520373352620632,0.09100184298118219,0.000125305841240183
326,2452201709.306003,0.2079865023800655,0.3768782288839744,0.0001137921272311124
327,2620072334.2352085,0.014939613367135592,0.5736160233832158,0.00011315701340123089
328,2985204938.5211654,0.26193523090487614,0.3289163460883868,0.00015602085823357564
329,8295908.482329768,0.05973213777742237,0.35567404997273744,0.00011690176384948908
330,1188419762.2974937,0.2265777259633665,0.9135623820105899,0.00013054012282713104
331,1809689048.818021,0.04831919923999012,0.8995577819616231,0.00013275693356380898
332,2902384560.3844466,0.12568995719893267,0.32322756800417396,0.00012179872754088537
333,2408294244.607327,0.14666880195427143,0.7084071973705132,0.00010546382726731157
334,1767205782.9793866,0.22587804379356485,0.41268102060852774,9.980762904473262e-05
335,2301402306.8964124,0.13882718665457155,0.9486819924354029,0.00010746889089262498
336,2361877294.02482,0.24063098315522408,0.5699207040508265,0.00011596908102827904
337,1074704033.693148,0.12238099329710775,0.20261758812661634,0.00013497734354010646
338,3042175867.595482,0.17933407216810024,0.29536224462971306,0.0001531525967842707
339,389024136.1235864,0.22000879268078366,0.8998499169767401,0.00012762415593359333
340,3042811611.2513175,0.28154558382805983,0.9215840430205716,0.0001213474358038068
341,2572838863.8442955,0.27638587300911505,0.30483793292800765,0.00011926795722190643
342,1328332246.6185582,0.16022736232594348,0.25481131862578477,0.00014975730514647112
343,2769300266.935625,0.04026496360394017,0.7388085219372676,0.00010748425718731557
344,2656541940.9971356,0.15363454774356802,0.8277171411405899,0.0001308030502126945
345,1485508326.7427287,0.29002853954953883,0.9316036359390669,0.00015107273962417528
346,2917230218.795274,0.17481732201903696,0.3245120146050141,0.00012293590002036272
347,2657747718.868266,0.08263822336480585,0.28824269098117183,0.0001000370992178761
348,456192669.5941059,0.2884675043566876,0.9416485520596826,0.00012567034449992997
349,572603175.9269338,0.024711853921680484,0.5326167030953526,0.00011515471459264748
350,1551546695.7400212,0.028526860378696655,0.9324937563124038,0.0001351888206305876
351,2343924017.759855,0.17740674572413803,0.9466937066045548,0.00010954332026731816
352,150802167.70631343,0.21162853702325884,0.37121177493156177,0.00012234269216797135
353,2385242462.6603,0.131167744896277,0.09361048526224403,0.00012418391083881915
354,1611591247.109513,0.25988096554781276,0.9359971750835727,0.00011690307289955467
355,2812903472.5111017,0.27676298315793657,0.21289223711545857,0.0001295546734743006
356,1281247219.851906,0.19243888169524637,0.4662362482991548,0.00011887208567415185
357,1241560377.5671554,0.13596348313747275,0.8163783010654648,0.0001246614825739769
358,1384414652.1005352,0.22842473545884892,0.31672997584095375,0.00013998594281801896
359,1596262948.440519,0.07625292277759348,0.7491363542563282,0.00014765409811343843
360,2573179944.2658176,0.12380972610451799,0.7879524267660488,0.00011301145780098335
361,3058847268.874796,0.017374799979617675,0.5093721564702736,0.00012300631047725019
362,1261417486.289111,0.2954209542840047,0.340062642549282,0.00012021812571109403
363,952233526.6844805,0.12954225282349405,0.5189761641417634,0.00012557471339058162
364,1672828172.799514,0.17772643681533606,0.655821115355699,0.0001345752496449689
