vol (digit),pH
0,6.1
20,6.03
50,5.82
80,5.56
111,5.21
125,4.85
135,4.58
140,4.43
143,4.35
146,4.33
150,4.27
153,4.19
156,4.14
160,4.09
165,4.02
170,3.98
